job_title,occupation,records
行政人員                                ,02,149
行政內勤                                ,02,2
行政及文書事務人員                      ,02,93
行政文書,02,6
行政主管,02,6
行政佐理,02,1
行政助理                                ,02,102
行政助理，秘書                          ,02,1
行政助理員,02,1
行政助理專員,02,1
行政客服                                ,02,1
行政美工                                ,02,1
行政兼設計                              ,02,1
行政秘書,02,4
行政副理                                ,02,1
行政專員,02,18
行政採購                                ,02,1
行政組長                                ,02,3
行政會計                                ,02,15
行政會計助理                            ,02,1
行政業務                                ,02,4
行政經理                                ,02,3
行政管理                                ,02,1
行政管理助理,02,1
行政管理師                              ,02,2
行政與業務助理                          ,02,1
行政製圖                                ,02,1
行政廠務                                ,02,1
行政總務                                ,02,4
行政總機,02,3
行銷                                    ,02,15
行銷人員                                ,02,2
行銷主任                                ,02,2
行銷企劃                                ,02,20
行銷企劃人員                            ,02,2
行銷企劃管理師,02,1
行銷助理,02,4
行銷協理                                ,02,1
行銷研發,02,1
行銷副理                                ,02,1
行銷專員                                ,02,14
行銷處協理                              ,02,1
行銷處產品主任,02,1
行銷設計                                ,02,2
行銷設計專員                            ,02,1
行銷部管理師,02,1
行銷業務                                ,02,5
行銷業務助理                            ,02,2
行銷經理                                ,02,8
行銷實習生                              ,02,1
衣服製作                                ,02,1
西工技師                                ,02,1
西點師,02,1
估算人員                                ,02,1
估價人員,02,1
作業                                    ,02,3
作業人員,02,5
作業士                                  ,02,1
作業技術人員                            ,02,1
作業者                                  ,02,1
作業員,02,1449
作業員（運動器材                        ,02,1
作業員技術員                            ,02,1
作業圓                                  ,02,1
助力技師                                ,02,1
助工                                    ,02,7
助工師                                  ,02,1
助理                                    ,02,165
助理人員                                ,02,1
助理工程                                ,02,2
助理工程師,02,311
助理工程師（約聘）                      ,02,1
助理分析師                              ,02,1
助理化學師                              ,02,1
助理生產員                              ,02,2
助理作業人員,02,1
助理作業員                              ,02,3
助理技佐                                ,02,1
助理技師,02,6
助理技術人員                            ,02,2
助理技術員,02,34
助理技術師                              ,02,1
助理事務員                              ,02,1
助理品管分析師                          ,02,1
助理研究員,02,11
助理研發工程師                          ,02,2
助理員,02,8
助理秘書                                ,02,2
助理站長                                ,02,2
助理訓練員                              ,02,1
助理副總                                ,02,1
助理專員,02,8
助理設計師,02,1
助理測試工程師                          ,02,1
助理會計                                ,02,1
助理管理師                              ,02,21
助理辦事員,02,1
助理選配師,02,1
助管                                    ,02,1
助管理師                                ,02,1
助廚                                    ,02,1
庇護性就服員                            ,02,1
技士                                    ,02,11
技士員                                  ,02,1
技工,02,44
技師,02,187
技師助理                                ,02,1
技術,02,3
技術人員                                ,02,195
技術人員（班長）,02,1
技術士                                  ,02,18
技術工                                  ,02,5
技術工程師                              ,02,12
技術支援人員                            ,02,1
技術文件工程師,02,1
技術主任                                ,02,3
技術生,02,4
技術佐                                  ,02,1
技術作業員                              ,02,1
技術助理                                ,02,7
技術服務人員                            ,02,2
技術服務工程師                          ,02,3
技術服務工程師-主任                     ,02,1
技術服務處處長                          ,02,1
技術服務經理                            ,02,1
技術長                                  ,02,5
技術客服工程師                          ,02,1
技術施工人員                            ,02,1
技術研究員                              ,02,1
技術研發處長,02,1
技術員,02,1427
技術員（二）（主管代理人）              ,02,1
技術師,02,39
技術副理                                ,02,12
技術副組長                              ,02,1
技術專員                                ,02,11
技術組長,02,1
技術組裝,02,2
技術處長                                ,02,1
技術規劃員                              ,02,1
技術設計儲備幹部                        ,02,1
技術部組長                              ,02,1
技術部經理                              ,02,2
技術部繪圖員                            ,02,1
技術開發工程師                          ,02,1
技術開發部高專                          ,02,1
技術業務                                ,02,1
技術經理                                ,02,13
技術維修                                ,02,2
技術維修員                              ,02,1
技術撰寫專員                            ,02,1
技術課工程師                            ,02,1
技術課長                                ,02,3
技術操作員                              ,02,1
技術應用科學家                          ,02,1
技術總監,02,1
技術襄理,02,1
技術顧問,02,2
技職人員                                ,02,1
技職工程師,02,1
技職作業員,02,1
折床                                    ,02,1
投資長                                  ,02,1
投資專員                                ,02,1
投資管理師                              ,02,1
投資課課長                              ,02,1
攻牙組長                                ,02,1
材料工程師                              ,02,2
材料開發工程師                          ,02,1
材管員                                  ,02,1
沖壓技術員                              ,02,1
沖壓員                                  ,02,1
汽車維修員                              ,02,1
男童設計助理                            ,02,1
男裝流行資訊助理,02,1
系統工程師                              ,02,8
系統規劃工程師,02,1
系統集成研發工程師                      ,02,1
系統應用工程師,02,1
良率工程師                              ,02,1
車床                                    ,02,1
車床技師                                ,02,1
車床技術工程師                          ,02,1
車床師                                  ,02,1
車床師傅,02,1
車床操作員                              ,02,1
車長                                    ,02,2
車間                                    ,02,1
車輛法規部副理                          ,02,1
車輛檢驗員                              ,02,1
車縫人員,02,1
巡檢員                                  ,02,1
事物員                                  ,02,1
事務,02,1
事務人員                                ,02,2
事務支援人員                            ,02,1
事務員                                  ,02,31
供料員                                  ,02,1
供應商品管工程師                        ,02,1
供應部管理鍊專員,02,1
供應鏈計劃主任                          ,02,1
其他                                    ,02,42
其他（如會計事務人員）                  ,02,11
其他（如機械／工藝等相關人員）,02,86
其他（如醫師、建築師等）                ,02,1
協理,02,50
協調員                                  ,02,1
協辦                                    ,02,1
咖啡烘焙助理                            ,02,1
和碩作業員                              ,02,1
夜班品保人員                            ,02,1
夜班派遣                                ,02,1
店長                                    ,02,9
怪手司機,02,2
招牌製作師                              ,02,1
招募課長                                ,02,1
拋光技術人員                            ,02,1
拋光技術員                              ,02,1
拆料組長                                ,02,1
放縮                                    ,02,1
服務,02,1
服務人員,02,1
服務工程師,02,5
服務及銷售業務人員,02,35
服務員                                  ,02,1
服務專員                                ,02,1
服務顧問                                ,02,1
服裝打版                                ,02,1
服裝打版師,02,1
服裝設計助理                            ,02,2
服裝設計師,02,1
服裝設計師）                            ,02,1
板金                                    ,02,1
板金技師                                ,02,1
板模工,02,1
注塑部副組長                            ,02,1
法人                                    ,02,1
法務,02,18
法務人員,02,1
法務助理                                ,02,1
法務副處長                              ,02,1
法務專員                                ,02,2
法務管理師,02,1
法務總監,02,1
法規人員,02,1
法規事務長                              ,02,1
法規專員,02,5
法規經理                                ,02,1
油漆師傅                                ,02,1
油壓組長                                ,02,1
版師                                    ,02,1
物性故障分析工程師                      ,02,1
物流出貨人員,02,1
物流助理                                ,02,1
物流助理專員                            ,02,1
物流專員                                ,02,2
物流第三方倉庫主管                      ,02,1
物流組長                                ,02,1
物流管理                                ,02,1
物料                                    ,02,1
物料人員,02,1
物料管理,02,3
物料管理師                              ,02,4
物控                                    ,02,2
物控管理師                              ,02,1
物管,02,9
物管人員                                ,02,1
物管工程師                              ,02,1
物管技術員                              ,02,1
物管專員,02,2
社長                                    ,02,1
社員                                    ,02,3
社群經理,02,1
股東                                    ,02,4
股長                                    ,02,16
股務,02,1
初級工程師                              ,02,4
初級技術員,02,4
初級專員                                ,02,1
金工師傅                                ,02,1
長期約聘技術員                          ,02,1
門市,02,1
門市人員                                ,02,3
門市員工                                ,02,1
門市專員                                ,02,1
門市設計師                              ,02,1
保全員                                  ,02,1
保修                                    ,02,1
保稅人員                                ,02,2
保養人員                                ,02,2
保養技師,02,1
保養員                                  ,02,2
保養維護人員                            ,02,1
保險業務人員                            ,02,1
前端設計工程師                          ,02,1
南科藥事法規處專員                      ,02,1
南區業務                                ,02,1
品工副課長                              ,02,1
品保,02,113
品保人員                                ,02,16
品保工程師                              ,02,61
品保分析師                              ,02,1
品保文書,02,1
品保主任,02,2
品保主任工程師,02,1
品保主管,02,1
品保助工                                ,02,1
品保助理,02,5
品保助理工程師                          ,02,8
品保助理員,02,1
品保助理管理師                          ,02,1
品保技師                                ,02,2
品保技術人員                            ,02,2
品保技術員,02,6
品保技術師                              ,02,1
品保股長,02,1
品保員                                  ,02,17
品保師                                  ,02,1
品保副理                                ,02,3
品保副課長                              ,02,1
品保專員                                ,02,20
品保組長                                ,02,2
品保部                                  ,02,3
品保部門/稽核單位                       ,02,1
品保部副理                              ,02,2
品保部經理                              ,02,1
品保部課長                              ,02,1
品保經理                                ,02,5
品保領班                                ,02,1
品保課長                                ,02,12
品保課副課長                            ,02,1
品保課課長,02,1
品保儲備幹部                            ,02,1
品保職員,02,1
品保顧問                                ,02,1
品研專員                                ,02,1
品牌行銷                                ,02,1
品牌專員                                ,02,1
品牌策劃                                ,02,1
品牌經理,02,2
品証事務員                              ,02,1
品誠有限公司                            ,02,1
品管                                    ,02,204
品管&廠務                               ,02,1
品管人員                                ,02,29
品管工程師,02,16
品管工讀                                ,02,1
品管文書助理                            ,02,1
品管主管,02,2
品管助理,02,3
品管助理工程師                          ,02,1
品管技師                                ,02,1
品管技術人員                            ,02,1
品管技術工程師,02,1
品管技術員,02,7
品管室長,02,1
品管客服                                ,02,1
品管員,02,42
品管副理,02,1
品管專員                                ,02,6
品管採購                                ,02,1
品管組長                                ,02,2
品管業務                                ,02,1
品管經理                                ,02,1
品管課長                                ,02,4
品管課員                                ,02,1
品管檢驗員                              ,02,1
品質工程師                              ,02,6
品質主管                                ,02,1
品質系統工程師                          ,02,1
品質法規專員                            ,02,1
品質保證,02,1
品質專員                                ,02,1
品質組長                                ,02,1
品質經營管理工程師,02,1
品質管制,02,2
品質管理                                ,02,2
品質管理人員                            ,02,1
品質管理工程師                          ,02,1
品質與法規專員                          ,02,1
品質檢驗員                              ,02,1
品檢,02,19
品檢人員                                ,02,5
品檢工程師                              ,02,1
品檢主管                                ,02,1
品檢作業員                              ,02,1
品檢技術員                              ,02,2
品檢員,02,61
品檢課課長                              ,02,1
品檢操作員                              ,02,1
品證員,02,1
室內設計師                              ,02,1
客戶工程師                              ,02,3
客戶支援                                ,02,1
客戶支援工程師,02,1
客戶服務                                ,02,2
客戶服務工程師                          ,02,1
客戶服務專員                            ,02,1
客戶服務業務,02,1
客戶服務經理,02,1
客戶服務管理師                          ,02,1
客戶品質工程師                          ,02,1
客戶經理                                ,02,5
客服,02,12
客服人員                                ,02,4
客服工程師,02,27
客服主任,02,1
客服助理                                ,02,1
客服品保工程師                          ,02,1
客服秘書                                ,02,1
客服副理                                ,02,1
客服專員                                ,02,10
客服組長                                ,02,1
客服設備工程師                          ,02,1
客服業務                                ,02,1
客服經理                                ,02,1
客服管理師                              ,02,2
客服維修,02,1
客服課課長                              ,02,1
建築師,02,1
待業,02,1
後段工程師                              ,02,1
後勤業務                                ,02,1
後製                                    ,02,1
指揮手                                  ,02,1
指導員                                  ,02,2
政府關係實習生                          ,02,1
架模工程課長,02,1
活動企劃                                ,02,1
派遣                                    ,02,3
派遣包裝員                              ,02,1
派遣員,02,2
派遣員工                                ,02,1
玻璃安裝                                ,02,1
相機維修技師,02,1
研究人員,02,4
研究助理,02,9
研究技術員                              ,02,1
研究員,02,42
研究專員,02,2
研究開發人員                            ,02,1
研究開發工程師                          ,02,1
研究圓                                  ,02,1
研發                                    ,02,39
研發人員                                ,02,21
研發工程助理                            ,02,1
研發工程師                              ,02,128
研發工程師助理                          ,02,1
研發中心                                ,02,1
研發主任                                ,02,2
研發主任工程師,02,2
研發主管                                ,02,5
研發生產部                              ,02,1
研發助理                                ,02,16
研發助理工程師                          ,02,3
研發技術員                              ,02,1
研發長                                  ,02,1
研發員,02,1
研發特助,02,1
研發高級工程師,02,2
研發副理                                ,02,6
研發副處長                              ,02,1
研發副課長                              ,02,2
研發副總                                ,02,1
研發專員                                ,02,14
研發專案工程師                          ,02,1
研發專案經理                            ,02,1
研發控制員                              ,02,1
研發採購                                ,02,1
研發組長,02,2
研發處長                                ,02,4
研發設計                                ,02,1
研發設計人員                            ,02,1
研發設計工程師                          ,02,1
研發部                                  ,02,2
研發部 主任                             ,02,1
研發部 經理                             ,02,1
研發部加工                              ,02,1
研發部助理,02,1
研發部門主管                            ,02,1
研發部副理                              ,02,1
研發部專員                              ,02,1
研發部經理                              ,02,5
研發部職員,02,1
研發替代役工程師,02,1
研發業務,02,2
研發業務總監,02,1
研發經理,02,8
研發資深經理                            ,02,1
研發製程工程師,02,1
研發課長                                ,02,3
研發課課長                              ,02,1
研磨工程師                              ,02,2
科長                                    ,02,2
科員                                    ,02,1
約聘,02,2
約聘人員,02,1
約聘顧問,02,1
美工                                    ,02,18
美工/設計人員                           ,02,1
美工人員                                ,02,5
美工工程師,02,2
美工行政                                ,02,1
美工客服                                ,02,1
美工設計                                ,02,5
美工電腦繪圖,02,1
美甲師                                  ,02,1
美術設計,02,4
美術編輯                                ,02,1
美設專員                                ,02,1
美編                                    ,02,12
美編人員,02,5
美編行銷                                ,02,1
美編專員,02,1
美編設計                                ,02,2
美髮設計師                              ,02,1
計劃工程師                              ,02,1
計價經辦                                ,02,1
負責人                                  ,02,284
負責人或代表人                          ,02,7
重電課課長                              ,02,1
重機人員                                ,02,1
重機司機,02,1
重機駕駛,02,1
面板開發工程師                          ,02,1
音樂音效師                              ,02,1
音樂鈴編曲師,02,1
食安專員                                ,02,1
食安組組長                              ,02,1
食品作業員                              ,02,1
食品技師                                ,02,3
食品品管                                ,02,1
食品製作人員                            ,02,1
值班工程師                              ,02,1
值班主管                                ,02,1
值班股長                                ,02,1
個案管理師                              ,02,1
修砂員                                  ,02,1
修復員                                  ,02,1
倉物管專員                              ,02,1
倉庫                                    ,02,2
倉庫人員                                ,02,2
倉庫助理,02,1
倉庫負責人                              ,02,1
倉庫員                                  ,02,1
倉庫專員                                ,02,1
倉庫管理                                ,02,10
倉庫管理人員                            ,02,1
倉庫管理員                              ,02,5
倉帳,02,1
倉運組組長                              ,02,2
倉管                                    ,02,144
倉管（彰化倉）                          ,02,1
倉管4,02,1
倉管人員                                ,02,19
倉管主任,02,1
倉管司機                                ,02,1
倉管助理,02,3
倉管助理專員                            ,02,1
倉管技術員                              ,02,1
倉管員                                  ,02,25
倉管專員                                ,02,2
倉管專理                                ,02,1
倉管組長                                ,02,5
倉儲                                    ,02,13
倉儲人員                                ,02,3
倉儲助理                                ,02,4
倉儲助理管理師                          ,02,1
倉儲事務員                              ,02,1
倉儲員                                  ,02,3
倉儲班長                                ,02,1
倉儲管理                                ,02,1
倉儲管理人員                            ,02,1
倉儲管理員                              ,02,2
倉儲課長,02,1
兼職                                    ,02,2
原料組組長                              ,02,1
原料管理員                              ,02,1
員工,02,296
員級                                    ,02,2
家事管理                                ,02,1
家具設計師,02,1
家具結構設計,02,1
家具製圖設計師,02,1
家管                                    ,02,2
射頻工程師                              ,02,1
師父                                    ,02,1
師傅                                    ,02,17
庫存課員                                ,02,1
悍接人員                                ,02,1
書記                                    ,02,1
海外工廠銷售總監                        ,02,1
海外生產儲備幹部                        ,02,1
海外行銷,02,1
海外財務主管                            ,02,2
海外幹部                                ,02,1
海外業務部副理                          ,02,1
海外製造部,02,1
海藻養殖技術人員                        ,02,1
烘培師                                  ,02,1
烘培師傅,02,1
烘培晚班技術員                          ,02,1
烘培甜點師                              ,02,1
烘焙包裝員,02,1
烘焙師                                  ,02,1
烤台區人員                              ,02,1
烤漆人員,02,1
烤漆技工                                ,02,1
特別行政助理                            ,02,1
特別助理,02,5
特助                                    ,02,45
班長                                    ,02,36
畜牧獸醫技術師                          ,02,1
祕書                                    ,02,4
秘書,02,25
秘書長                                  ,02,2
秘書處管理師                            ,02,1
站長                                    ,02,2
粉體塗裝人員                            ,02,1
紡織課課長                              ,02,1
缺陷改善工程師                          ,02,1
訓練員                                  ,02,1
訓練副理,02,1
訓練專員                                ,02,1
財務                                    ,02,57
財務?理                                 ,02,1
財務人事,02,2
財務人員,02,8
財務分析師                              ,02,3
財務主任                                ,02,1
財務主管,02,2
財務助理                                ,02,5
財務長,02,7
財務長、會計長、財務經理                ,02,2
財務長特助                              ,02,1
財務副理                                ,02,5
財務專員                                ,02,9
財務處管理師,02,1
財務處課長                              ,02,1
財務部,02,3
財務部主管                              ,02,1
財務部副理                              ,02,1
財務部課長                              ,02,1
財務會計                                ,02,7
財務經理                                ,02,8
財務管理                                ,02,1
財務管理師                              ,02,5
財務課長                                ,02,2
財務職員                                ,02,1
財會                                    ,02,8
財會人員                                ,02,2
財會人資                                ,02,1
財會主管                                ,02,1
財會專員                                ,02,1
起重機技師                              ,02,1
起重機操作員                            ,02,1
送料員,02,1
送貨司機                                ,02,3
酒精棉片操作員                          ,02,1
配送業務                                ,02,1
配電工程師,02,2
配電師                                  ,02,1
配管工                                  ,02,1
配線技術員                              ,02,1
針織設計打樣,02,1
針織編程師                              ,02,1
高工                                    ,02,3
高技技術員,02,1
高級工程師,02,85
高級作業員                              ,02,1
高級技師                                ,02,1
高級技術人員                            ,02,2
高級技術員,02,12
高級豆品製作師,02,1
高級研發工程師                          ,02,1
高級商業分析師,02,1
高級專員,02,22
高級程式設計師                          ,02,1
高級業務工程師                          ,02,1
高級業務專員                            ,02,1
高級管理師                              ,02,19
高級應用工程師,02,1
高專,02,3
高階工程師                              ,02,1
高階主管                                ,02,2
高階主管（掌管整個工廠）                ,02,1
高階主管秘書                            ,02,2
高階經理人員、股東                      ,02,1
高階管理人,02,1
高管師                                  ,02,1
做業員                                  ,02,1
副工                                    ,02,1
副工務長                                ,02,1
副工程,02,1
副工程師                                ,02,63
副分析師,02,1
副手                                    ,02,1
副主任,02,7
副主任工程師,02,5
副主幹                                  ,02,1
副技師,02,7
副協理                                  ,02,1
副股長                                  ,02,2
副研究員                                ,02,12
副班長                                  ,02,2
副專員                                  ,02,2
副理                                    ,02,183
副組長                                  ,02,26
副處長,02,9
副處常                                  ,02,1
副經理,02,1
副董                                    ,02,1
副董事長                                ,02,1
副管理師                                ,02,11
副領班,02,3
副領班（燒手）                          ,02,1
副廠長,02,18
副課                                    ,02,3
副課長,02,49
副總,02,23
副總助理                                ,02,1
副總特助                                ,02,1
副總秘書                                ,02,1
副總經理,02,37
副總經理秘書                            ,02,1
副總監,02,2
動物保健專員                            ,02,1
動畫師                                  ,02,1
動態行銷專員                            ,02,1
區域銷售經理                            ,02,1
商品企畫專員                            ,02,1
商品企劃                                ,02,1
商品企劃專員                            ,02,1
商品專員                                ,02,1
商品設計部副理                          ,02,1
商品部主任                              ,02,1
商務經理,02,1
商業設計師                              ,02,1
售服工程師,02,3
售服副理                                ,02,1
售服專員                                ,02,1
售服課長                                ,02,1
售後工程師                              ,02,1
售後服務                                ,02,1
售後服務技術員,02,1
國內外業務                              ,02,1
國內業務,02,6
國外出貨人員                            ,02,1
國外採購,02,1
國外採購助理                            ,02,1
國外業助                                ,02,3
國外業務,02,83
國外業務人員,02,6
國外業務工程師                          ,02,1
國外業務代表,02,2
國外業務助理                            ,02,3
國外業務專員                            ,02,9
國外業務經理,02,1
國外業務管理師,02,1
國外銷售管理師                          ,02,1
國外營業代表                            ,02,1
國貿,02,3
國貿人員                                ,02,9
國貿人員、會計                          ,02,1
國貿主任                                ,02,1
國貿助理                                ,02,4
國貿專員,02,2
國貿業務                                ,02,7
國貿業務助理                            ,02,4
國貿經理                                ,02,1
國際行銷,02,1
國際行銷專員                            ,02,1
國際行銷經理                            ,02,1
國際業務,02,2
國際驗證業務,02,1
堆高機員,02,1
基層                                    ,02,1
基層人員                                ,02,3
基層員工,02,1
執行助理                                ,02,1
執行長                                  ,02,15
執行長特助                              ,02,1
執行副總,02,2
執行副總經理                            ,02,1
執行設計                                ,02,1
執行經理,02,2
專用,02,1
專利工程師                              ,02,3
專利專員                                ,02,1
專利顧問                                ,02,1
專員,02,183
專案                                    ,02,4
專案人員,02,1
專案工程師                              ,02,18
專案主任                                ,02,4
專案主管                                ,02,1
專案企劃師                              ,02,1
專案助理,02,1
專案協理                                ,02,1
專案副理                                ,02,21
專案副課長                              ,02,1
專案執行專員                            ,02,1
專案專員                                ,02,3
專案處長                                ,02,1
專案規劃                                ,02,1
專案設計師,02,1
專案業務,02,2
專案經理                                ,02,63
專案經理人                              ,02,1
專案資深主任                            ,02,1
專案管理,02,10
專案管理PMA                             ,02,1
專案管理人員                            ,02,1
專案管理師                              ,02,19
專案管理經理                            ,02,1
專案課長                                ,02,1
專案整合                                ,02,1
專案襄理                                ,02,1
專理                                    ,02,1
專責人員                                ,02,2
專責經理                                ,02,2
專業人員                                ,02,1
專業工程師                              ,02,3
專業主任                                ,02,1
專業代表,02,1
專業技術人員                            ,02,1
專業技術員                              ,02,1
專業經理                                ,02,1
專職技師                                ,02,1
屠檢員,02,1
常日主任                                ,02,1
帶班                                    ,02,1
帳務                                    ,02,1
帳務人員                                ,02,2
帳務員                                  ,02,1
庶務人員,02,1
庶務員                                  ,02,1
彩繪                                    ,02,1
從業員                                  ,02,2
探針技術員                              ,02,1
接駁司機                                ,02,1
採樣員,02,2
採樣組組長,02,1
採購,02,217
採購/倉管                               ,02,1
採購/倉管專員                           ,02,1
採購人員                                ,02,25
採購工程師,02,5
採購主任                                ,02,2
採購主管                                ,02,1
採購生管                                ,02,1
採購助理,02,19
採購員                                  ,02,4
採購高級管理師                          ,02,1
採購副理                                ,02,1
採購專員                                ,02,41
採購組長                                ,02,1
採購組員,02,1
採購規劃,02,1
採購部組長                              ,02,1
採購業助                                ,02,1
採購業務,02,1
採購經理,02,10
採購經辦                                ,02,2
採購管理師                              ,02,12
採購課長                                ,02,4
排程助理                                ,02,1
教育專員                                ,02,1
殺菌釜技術員                            ,02,1
清潔,02,2
清潔人員                                ,02,2
淨水器安裝工程師,02,1
焊工,02,3
焊接人員                                ,02,2
焊接工程師                              ,02,1
焊接技師                                ,02,1
焊接技術人員                            ,02,4
焊接技術員                              ,02,3
焊接員                                  ,02,2
焊接師                                  ,02,2
焊接課課長                              ,02,1
焊槍員                                  ,02,1
焊錫助理                                ,02,1
理貨人員                                ,02,2
理貨員,02,2
現場人員                                ,02,9
現場工作人員                            ,02,2
現場及品管                              ,02,1
現場主管                                ,02,1
現場作業員,02,7
現場技師                                ,02,1
現場技術員                              ,02,3
現場品管人員                            ,02,1
現場剪床助手                            ,02,1
現場組立員                              ,02,1
現場幹部                                ,02,1
現場管理,02,1
現場管理人員,02,1
現場管理課長                            ,02,1
現場製程工程師                          ,02,1
現場操作人員,02,1
現場操作員                              ,02,4
產品工程師                              ,02,15
產品工程經理,02,1
產品主任                                ,02,3
產品包裝設計助理                        ,02,1
產品企劃,02,2
產品行銷                                ,02,1
產品助理,02,1
產品研發工程師                          ,02,1
產品專員                                ,02,10
產品專案經理                            ,02,1
產品處處長                              ,02,1
產品設計                                ,02,3
產品設計工程師                          ,02,4
產品設計助理工程師                      ,02,1
產品設計師,02,5
產品設計部-繪圖員,02,1
產品設計開發                            ,02,1
產品部職員                              ,02,1
產品測試工程師,02,1
產品開發,02,1
產品開發工程師                          ,02,1
產品開發師                              ,02,2
產品開發副主任                          ,02,1
產品開發專員,02,2
產品開發測試主任                        ,02,1
產品開發經理                            ,02,1
產品經理,02,35
產品經理人                              ,02,1
產品暨技術長                            ,02,1
產品管理員                              ,02,1
產品管理師,02,3
產品管理專員                            ,02,1
產品製程工程師                          ,02,1
產品應用工程師                          ,02,1
產品總監                                ,02,1
產線人員,02,4
產線工程師,02,3
產線主任                                ,02,1
產線主管                                ,02,1
產線作業員                              ,02,3
產線助理                                ,02,3
產線技術員                              ,02,2
產線班長                                ,02,2
產線組長,02,7
產線幹部                                ,02,2
產線經理,02,2
產線領班                                ,02,1
產線機台操作人員                        ,02,1
產線儲備幹部                            ,02,1
產銷                                    ,02,4
產銷官理,02,1
產銷專員,02,2
產銷管理師,02,5
產銷管理師B,02,1
產銷課長                                ,02,1
產險技術員,02,1
統購                                    ,02,2
細胞培養技術師                          ,02,1
組力人員,02,1
組立,02,5
組立人員                                ,02,7
組立工程人員,02,1
組立工程師                              ,02,2
組立技師                                ,02,1
組立技術員                              ,02,1
組立員                                  ,02,1
組立裝配員                              ,02,4
組立線長                                ,02,1
組長                                    ,02,186
組員,02,12
組裝                                    ,02,2
組裝人員,02,5
組裝主管                                ,02,1
組裝包裝員                              ,02,1
組裝作業                                ,02,1
組裝作業員                              ,02,2
組裝技師                                ,02,2
組裝技術人員                            ,02,1
組裝技術員,02,5
組裝員                                  ,02,17
組裝部組長                              ,02,1
組裝測試人員                            ,02,1
組裝運動器材作業員                      ,02,1
組裝編輪                                ,02,1
組裝課組長                              ,02,1
終檢課TA                                ,02,1
船務                                    ,02,20
船務出貨人員,02,1
船務助理                                ,02,2
船務專員                                ,02,1
船務業助,02,1
處長,02,15
處理操作員                              ,02,1
蛋糕師                                  ,02,1
訪銷員                                  ,02,1
設計,02,47
設計人員                                ,02,16
設計工程師,02,24
設計主任                                ,02,2
設計主管                                ,02,3
設計助理,02,23
設計指導                                ,02,1
設計研發工程師                          ,02,1
設計美編                                ,02,1
設計員                                  ,02,2
設計師                                  ,02,57
設計師助理,02,1
設計高級工程師,02,1
設計副理,02,2
設計專員                                ,02,9
設計組長                                ,02,1
設計組組長                              ,02,2
設計部                                  ,02,2
設計部協理                              ,02,1
設計部副理                              ,02,1
設計部襄理                              ,02,1
設計開發                                ,02,1
設計開發工程師                          ,02,1
設計開發專員                            ,02,1
設計業務                                ,02,1
設計經理                                ,02,2
設計製造                                ,02,1
設計課長,02,1
設計總監                                ,02,2
設計繪圖                                ,02,1
設計繪圖員                              ,02,1
設計顧問                                ,02,1
設備                                    ,02,3
設備人員                                ,02,1
設備工程                                ,02,1
設備工程人員                            ,02,1
設備工程師,02,102
設備工程師主任                          ,02,1
設備主任                                ,02,1
