job_title,occupation,records
客服部專員                              ,09,1
建築設計師,09,1
洗車接待人員                            ,09,1
派駐人員/估價師助理                     ,09,1
砂石業                                  ,09,1
研究員                                  ,09,1
約聘人員                                ,09,1
負責人,09,31
負責人或代表人,09,2
員工,09,9
特助                                    ,09,7
祕書                                    ,09,1
租賃部                                  ,09,1
租賃管理師                              ,09,1
秘書                                    ,09,40
秘書/會計                               ,09,1
秘書行政,09,1
秘書助理,09,1
訓練專員                                ,09,1
財務                                    ,09,7
財務人員,09,1
財務長                                  ,09,1
財務經理,09,2
高級專員                                ,09,4
高專                                    ,09,2
副店長                                  ,09,2
副理,09,25
副總                                    ,09,2
副總經理                                ,09,2
商務秘書                                ,09,1
售後服務                                ,09,1
執行協理,09,2
專員,09,21
專員助理                                ,09,1
專案                                    ,09,1
專案人員                                ,09,1
專案協理                                ,09,1
專案秘書                                ,09,1
專案副理                                ,09,4
專案執行經理                            ,09,1
專案規劃設計師                          ,09,1
專案設計師,09,1
專案經理,09,26
專案管理師,09,1
專案襄理                                ,09,1
接待                                    ,09,1
採發經理                                ,09,1
現場工程師                              ,09,1
產品經理                                ,09,1
產品管理師                              ,09,1
產調員                                  ,09,1
產調專員                                ,09,1
規劃師                                  ,09,6
規劃課員                                ,09,1
設施經理                                ,09,1
設施管理副理,09,1
設計工程師,09,1
設計助理                                ,09,1
設計師                                  ,09,5
設計專員                                ,09,1
軟裝專案設計                            ,09,1
部門經理                                ,09,1
都市規劃師                              ,09,1
創新整合事業群總經理                    ,09,1
場地專員                                ,09,1
無                                      ,09,3
跑單                                    ,09,3
開發部專員                              ,09,1
會計,09,27
會計助理                                ,09,1
會計專員                                ,09,1
業物副理                                ,09,1
業務                                    ,09,154
業務人員,09,20
業務主任                                ,09,13
業務主管                                ,09,1
業務行政                                ,09,8
業務助理,09,6
業務員                                  ,09,19
業務秘書,09,1
業務高專                                ,09,1
業務副主任                              ,09,1
業務副理,09,3
業務專員,09,16
業務部協理                              ,09,1
業務部經理                              ,09,2
業務經理                                ,09,9
業務課長,09,1
業務襄理,09,5
經紀人                                  ,09,2
經紀業務員業務員                        ,09,1
經理                                    ,09,64
經管財務或會計,09,1
董事,09,3
董事長                                  ,09,2
董事長、總經理、負責人／代表人、執行長,09,1
董事長特助,09,1
董事特助,09,1
資深文案企劃                            ,09,1
資深設施工程師                          ,09,1
資深經理                                ,09,1
資深襄理                                ,09,1
實習生,09,1
監造工程師                              ,09,1
監察人                                  ,09,2
網路行銷                                ,09,2
網路行銷人員                            ,09,1
網管                                    ,09,1
輔導顧問師,09,1
審查專員,09,1
廣告行銷人員                            ,09,1
廣告宣傳                                ,09,1
課長                                    ,09,1
課員                                    ,09,1
銷售                                    ,09,7
銷售人員                                ,09,2
銷售員,09,3
銷售業務                                ,09,2
銷售經理                                ,09,3
機電員                                  ,09,1
儲備代書                                ,09,1
營造建築相關工程師,09,1
營業員                                  ,09,25
營業經紀人員                            ,09,1
營運專員                                ,09,1
總裁                                    ,09,1
總經理,09,12
總經理助理                              ,09,1
總經理特助                              ,09,1
總監                                    ,09,4
襄理,09,12
櫃檯                                    ,09,2
櫃檯專員                                ,09,2
職員                                    ,09,5
醫美師,09,1
警務員,09,1
攝影師,09,1
顧問                                    ,09,1
顧問師,09,1
鑑定師,09,1
,10,12
?鑄場組長                               ,10,1
Firefighter                             ,10,1
ㄧ兵                                    ,10,1
一兵,10,37
一兵裝填兵,10,1
一兵資訊兵                              ,10,1
一般人員                                ,10,4
一般公務,10,1
一般公務人員                            ,10,32
一般公務員                              ,10,2
一般行政,10,1
一般行政警察                            ,10,2
一般軍職人員,10,1
一般員工                                ,10,1
一般參謀                                ,10,1
一般參謀官,10,1
一般業務,10,1
一般補給士,10,1
一般幕僚                                ,10,1
一般職員                                ,10,140
一般職務                                ,10,1
一等士官長                              ,10,2
二兵                                    ,10,10
二軍                                    ,10,1
二管輪,10,1
人事士                                  ,10,3
人事行政                                ,10,1
人事助理員                              ,10,1
人事官,10,5
人事室警務佐,10,1
人事參謀官                              ,10,1
人事管理官                              ,10,1
人事管理員,10,1
三等士官長副排長                        ,10,1
下士                                    ,10,100
下士甲射士                              ,10,1
下士地裝士                              ,10,1
下士汽駕士                              ,10,1
下士空用領航設備士                      ,10,1
下士金工士,10,1
下士飛彈射控士                          ,10,1
下士修護士,10,1
下士班長                                ,10,3
下士副車長                              ,10,2
下士副班長                              ,10,1
下士副砲長                              ,10,2
下士副組長                              ,10,2
下士裝甲作戰,10,1
下士裝甲車駕駛                          ,10,1
下士調查士                              ,10,1
下士戰駕士                              ,10,1
下士機械士                              ,10,1
下士警務士                              ,10,1
上士                                    ,10,45
上士小組長                              ,10,3
上士助教,10,1
上士車修士                              ,10,1
上士空電士,10,2
上士飛機機械士,10,1
上士個裝士                              ,10,1
上士修護士                              ,10,1
上士班長,10,5
上士區隊長,10,1
上士電戰士                              ,10,1
上士維護士,10,1
上士警衛士,10,1
上兵                                    ,10,120
上兵文書兵                              ,10,1
上兵步槍兵                              ,10,1
上兵巡防兵                              ,10,1
上兵飛彈發射兵,10,1
上兵氣象兵                              ,10,1
上兵通信兵                              ,10,1
上兵野戰砲手                            ,10,1
上兵搜索兵,10,1
上兵補給兵                              ,10,1
上兵載波兵                              ,10,1
上尉,10,18
上尉作戰官                              ,10,1
上尉科員                                ,10,1
上尉軍官                                ,10,1
上尉飛行官,10,1
上尉副站長                              ,10,1
上尉副連長                              ,10,1
上尉動員官                              ,10,1
上等兵                                  ,10,11
士兵,10,57
士官                                    ,10,59
士官上士                                ,10,1
士官長                                  ,10,43
士官長班長                              ,10,2
士官長副排長                            ,10,1
士官長教官                              ,10,1
士官長組長                              ,10,2
士官督導長,10,1
大門衛哨,10,1
大隊長                                  ,10,2
小組長,10,7
小隊長,10,23
小隊員                                  ,10,1
工友                                    ,10,1
工兵,10,2
工兵修護士                              ,10,1
工程司                                  ,10,1
工程官                                  ,10,4
工程師                                  ,10,1
已退休                                  ,10,1
中士                                    ,10,109
中士 後勤士                             ,10,1
中士 倉儲士                             ,10,1
中士人事士,10,1
中士工兵機械士                          ,10,1
中士分隊長                              ,10,2
中士安檢士,10,1
中士行政士                              ,10,2
中士食勤士                              ,10,1
中士班長                                ,10,17
中士訓練士                              ,10,1
中士副分隊長                            ,10,1
中士副班長                              ,10,2
中士副砲長                              ,10,1
中士副區隊長                            ,10,1
中士組長                                ,10,1
中士通信士                              ,10,2
中士補給士,10,1
中士資料處理士,10,1
中士履帶車輛修護士                      ,10,1
中士憲兵                                ,10,1
中士醫務士                              ,10,1
中校                                    ,10,4
中校科長                                ,10,1
中尉                                    ,10,11
中尉文書官                              ,10,1
中尉飛行官                              ,10,1
中尉飛行員,10,1
中尉氣象官,10,1
中尉副連長                              ,10,1
中尉排長                                ,10,1
中尉通修官                              ,10,1
中尉管制官,10,1
中尉輔導長                              ,10,1
中尉醫官                                ,10,1
中華民國陸軍                            ,10,1
中隊長                                  ,10,4
內勤                                    ,10,2
內勤人員                                ,10,1
內勤行政,10,1
分隊長                                  ,10,30
化工士,10,1
少校,10,11
少校分隊長,10,1
少校主管                                ,10,1
少校司藥官,10,1
少校法制官                              ,10,1
少校科員                                ,10,1
少尉                                    ,10,9
少尉軍官                                ,10,1
少尉排長                                ,10,1
少尉組長,10,1
少尉輔導長                              ,10,1
心輔員                                  ,10,1
文書                                    ,10,2
文書人員                                ,10,1
文書士                                  ,10,1
文書兵                                  ,10,2
文書員                                  ,10,1
文書處理                                ,10,1
文職                                    ,10,1
火砲保養士                              ,10,1
火箭彈兵                                ,10,1
火藥技術官                              ,10,1
主任                                    ,10,4
主任教官                                ,10,1
主任管理員                              ,10,1
主官,10,1
主計主任                                ,10,1
主管                                    ,10,10
主機下士                                ,10,1
主機中士                                ,10,1
司號兵                                  ,10,1
台長,10,1
生教組長                                ,10,1
甲車駕駛                                ,10,1
甲駕士                                  ,10,1
交通助理                                ,10,1
交通警察                                ,10,1
伍長                                    ,10,1
刑事偵查佐                              ,10,1
刑事警察,10,1
刑案統計,10,1
地裝修護士                              ,10,1
存管官                                  ,10,1
安檢人員                                ,10,1
安檢士                                  ,10,19
安檢員                                  ,10,3
帆纜下士,10,3
帆纜士                                  ,10,1
有線電作業士,10,4
有線電作業兵                            ,10,3
有線電架設兵                            ,10,3
有線電維護士                            ,10,1
自願役士兵                              ,10,2
自願役軍人                              ,10,1
行政,10,13
行政人員,10,13
行政下士,10,2
行政上兵                                ,10,1
行政士,10,4
行政中士                                ,10,1
行政及文書事務人員                      ,10,2
行政文書                                ,10,1
行政兵,10,2
行政助理,10,1
行政官                                  ,10,1
行政班長                                ,10,1
行政參謀                                ,10,1
行政類                                  ,10,1
行政警員                                ,10,1
行政警察                                ,10,6
机工                                    ,10,1
作訓士,10,1
作業人員                                ,10,1
作戰士                                  ,10,1
作戰兵                                  ,10,2
作戰官                                  ,10,2
作戰長                                  ,10,1
作戰訓練官                              ,10,1
兵                                      ,10,3
兵工,10,1
兵工士                                  ,10,1
兵役行政官                              ,10,1
助教                                    ,10,2
助理研究員,10,1
助理業務員                              ,10,1
役男                                    ,10,2
志願役,10,1
志願役士兵,10,4
技士                                    ,10,6
技工                                    ,10,1
技正,10,1
技術助理,10,1
技術員                                  ,10,2
技術管理,10,1
技勤士官                                ,10,2
步槍兵                                  ,10,5
汽車隊隊員                              ,10,1
汽車駕駛兵,10,1
汽駕士                                  ,10,1
汽駕兵                                  ,10,6
汽機中士,10,1
系統監控                                ,10,1
車長                                    ,10,3
車輛修護,10,1
車輛駕駛兵                              ,10,1
車駕兵                                  ,10,1
巡佐,10,10
巡防士                                  ,10,8
巡防兵,10,14
巡官,10,40
防空官                                  ,10,1
供配,10,1
其他（如機械／工藝等相關人員）          ,10,4
其他（如醫師、建築師等）                ,10,1
受訓學員,10,1
夜班保全人員,10,1
所長                                    ,10,7
招募聯絡士                              ,10,2
法制官                                  ,10,2
法警                                    ,10,4
油料                                    ,10,1
油機上士                                ,10,1
油機中士,10,2
直升機修護士                            ,10,1
空用領航設備士                          ,10,1
空軍,10,2
空軍聯絡官                              ,10,1
空勤人員                                ,10,1
空勤上尉軍官                            ,10,1
股長                                    ,10,3
阿兵哥                                  ,10,1
保全,10,5
保全員                                  ,10,2
保防官,10,3
保修士                                  ,10,8
後中,10,1
後參官                                  ,10,1
後勤                                    ,10,1
後勤士,10,3
後勤官,10,3
後勤督導官                              ,10,1
政戰文書,10,1
政戰官                                  ,10,1
架設兵                                  ,10,1
研究生,10,1
研究助理員,10,1
研究員                                  ,10,1
研發替代役                              ,10,1
研發替代役研究助理                      ,10,1
科長                                    ,10,6
科員,10,44
約聘人員                                ,10,1
約僱消防員                              ,10,2
計參官                                  ,10,1
計畫官                                  ,10,1
計劃官,10,1
軍                                      ,10,1
軍人                                    ,10,35
軍人(儀器修護士)                        ,10,1
軍人、警察、消防人員                    ,10,66
軍官                                    ,10,19
軍訓教官                                ,10,2
軍械士                                  ,10,2
軍電官                                  ,10,1
軍樂兵                                  ,10,1
軍職                                    ,10,2
軍職人員                                ,10,1
迫砲兵,10,3
重兵器修護兵                            ,10,1
飛行官                                  ,10,1
飛修班長,10,1
飛彈下士                                ,10,1
飛彈中士                                ,10,1
飛彈修護,10,1
飛彈修護士                              ,10,2
飛彈班長                                ,10,2
飛彈發射兵                              ,10,1
飛彈操作士,10,3
飛彈操作兵,10,2
飛機士                                  ,10,1
飛機保修士                              ,10,3
飛機修護                                ,10,1
飛機修護士,10,7
飛機修護兵                              ,10,1
飛機修護官                              ,10,1
飛機修護檢驗士                          ,10,2
飛機維修士                              ,10,1
飛機機械士                              ,10,3
食勤兵,10,2
食勤副班長,10,1
值機員                                  ,10,1
修護                                    ,10,2
修護人員                                ,10,1
修護士                                  ,10,3
修護兵                                  ,10,1
修護官,10,4
修護軍官                                ,10,1
修護員                                  ,10,1
修護班長                                ,10,1
修護管制主任                            ,10,1
倉儲,10,1
哨兵                                    ,10,1
員工                                    ,10,13
員警                                    ,10,16
射擊士                                  ,10,2
書記                                    ,10,4
氣象官                                  ,10,2
消防人員                                ,10,1
消防士                                  ,10,1
消防兵                                  ,10,2
消防員                                  ,10,8
消防隊員                                ,10,2
消除士                                  ,10,1
海巡隊員                                ,10,1
海軍中士                                ,10,1
海軍連絡官                              ,10,1
特勤人員,10,1
特勤士                                  ,10,1
特電官,10,1
班長                                    ,10,47
班員                                    ,10,1
砲長                                    ,10,6
砲架士                                  ,10,1
砲塔砲保養士,10,1
站長,10,1
航行管制士                              ,10,2
航空士,10,1
航空作戰士                              ,10,2
航空助理士                              ,10,1
航空測量官                              ,10,1
訓練官                                  ,10,2
財務                                    ,10,1
財務士                                  ,10,4
財務官                                  ,10,2
高砲射擊兵                              ,10,1
高勤官                                  ,10,1
偵查正                                  ,10,5
偵查佐,10,50
偵查員                                  ,10,9
偵查隊小隊長                            ,10,1
偵查隊警員,10,1
副大隊長,10,1
副工程師                                ,10,1
副中隊長,10,3
副分局長                                ,10,2
副分庫長                                ,10,1
副分隊長                                ,10,1
副車長                                  ,10,2
副所長,10,2
副研究員                                ,10,1
副班長                                  ,10,11
副砲長                                  ,10,6
副區隊長                                ,10,1
副排長                                  ,10,8
副組長                                  ,10,8
副連長                                  ,10,10
副隊長                                  ,10,4
區隊長                                  ,10,3
參謀,10,8
參謀主任                                ,10,1
參謀官,10,1
商借教官                                ,10,1
基層主管                                ,10,1
執勤員                                  ,10,1
專任助理                                ,10,1
專員,10,9
專案工程師                              ,10,1
專輔                                    ,10,1
常備役（待役中）                        ,10,1
情參官                                  ,10,1
採購官,10,2
採購員                                  ,10,1
排長                                    ,10,16
教育行政官,10,2
教育班長                                ,10,5
教官,10,12
教師                                    ,10,3
教師兼主任,10,1
旋翼機保修士,10,1
旋翼機保養士                            ,10,1
組主任                                  ,10,2
組長,10,18
組員                                    ,10,5
設計繪師                                ,10,1
設備士,10,1
通信                                    ,10,3
通信士                                  ,10,3
通信兵,10,4
通信官                                  ,10,1
通信班長                                ,10,1
通信副班長                              ,10,1
通訊兵,10,1
連士官督導長                            ,10,1
連長                                    ,10,4
野戰砲手                                ,10,1
野戰砲兵                                ,10,2
陸軍                                    ,10,3
陸軍自願役                              ,10,1
魚雷下士,10,1
勞務                                    ,10,1
替代役                                  ,10,18
替代役役男                              ,10,1
替代役男                                ,10,1
測考官                                  ,10,2
測量士                                  ,10,1
測量班長                                ,10,1
無                                      ,10,2
無線電中士組長                          ,10,1
無線電作業兵                            ,10,1
無線電話務兵,10,4
發動機修護督導士                        ,10,1
發動機機械士                            ,10,2
程式設計官                              ,10,1
稅務員,10,1
視察                                    ,10,1
隊員                                    ,10,233
雇員                                    ,10,1
傳令兵                                  ,10,2
勤務支援連人員,10,1
勤區                                    ,10,1
幹事                                    ,10,1
幹部,10,1
微波作業士                              ,10,1
損管上兵                                ,10,1
會計審計官,10,1
業務,10,1
業務人員                                ,10,3
業務士                                  ,10,2
業務助理                                ,10,2
煙幕士                                  ,10,1
照相兵                                  ,10,1
督查員                                  ,10,1
督察員                                  ,10,2
經理兵                                  ,10,1
經理業務                                ,10,1
經理補給官                              ,10,1
義務役官兵                              ,10,1
補給,10,2
補給一兵                                ,10,1
補給人員                                ,10,1
補給士,10,14
補給兵                                  ,10,4
補給官                                  ,10,5
補給班長,10,1
裝填兵                                  ,10,3
資安小組長                              ,10,1
資訊                                    ,10,1
資訊下士                                ,10,1
資訊士                                  ,10,7
資訊士官長                              ,10,1
資訊兵,10,6
資訊官                                  ,10,4
資處員                                  ,10,1
資通電兵,10,1
載波作業兵,10,1
載波繼電作業兵                          ,10,1
運輸士                                  ,10,2
雷達下士                                ,10,1
雷達士                                  ,10,1
雷達修護士                              ,10,1
電子上士                                ,10,1
電子作戰兵                              ,10,2
電子官,10,1
電子器材修護兵                          ,10,1
電信上士                                ,10,1
電氣士                                  ,10,1
電訊發展室                              ,10,1
電腦排版                                ,10,1
電資官                                  ,10,1
電戰上士                                ,10,1
電機                                    ,10,1
電機下士                                ,10,1
電機上士                                ,10,1
電機士修護                              ,10,1
電機維修                                ,10,1
電纜修護兵                              ,10,3
預防醫學官                              ,10,1
預財下士                                ,10,1
預財士                                  ,10,12
預算財務士                              ,10,2
僱用查驗員                              ,10,1
幕僚                                    ,10,10
監所管理員                              ,10,2
監視器組長,10,1
管制士                                  ,10,3
管制官,10,2
管制長                                  ,10,1
管制員,10,1
管理,10,1
管理員                                  ,10,3
維修員                                  ,10,1
臺長                                    ,10,2
輔導長,10,13
輕兵器保養兵,10,1
領導士                                  ,10,1
領導幹部,10,1
儀電士                                  ,10,1
儀器士,10,1
儀器修理士,10,1
噴射發動機機械士                        ,10,1
履車裝備修護員                          ,10,1
履保兵                                  ,10,1
廚房                                    ,10,1
彈技士,10,1
彈補兵                                  ,10,1
彈補官,10,1
彈藥兵                                  ,10,1
彈藥補給士                              ,10,2
彈藥補給兵,10,1
編審                                    ,10,1
衛生組長,10,1
課長                                    ,10,1
調度,10,1
調查士,10,1
調頻台長,10,1
輪車修護士,10,2
輪保兵,10,1
輪機官                                  ,10,1
駐營區醫師                              ,10,1
駕駛                                    ,10,7
駕駛士                                  ,10,1
駕駛兵                                  ,10,5
駕駛兼傳令                              ,10,1
駕駛兼傳令兵,10,1
學生                                    ,10,7
學員,10,7
憲兵,10,4
憲兵官,10,1
憲兵調查士                              ,10,1
戰車駕駛/裝填兵                         ,10,1
戰鬥工兵,10,4
戰駕士                                  ,10,3
戰駕裝填兵,10,1
機工                                    ,10,1
機工士                                  ,10,2
機工長                                  ,10,2
機械上士                                ,10,1
機械士                                  ,10,3
膳勤士                                  ,10,2
膳勤兵                                  ,10,3
辦事員                                  ,10,5
錄事                                    ,10,1
營長                                    ,10,1
總幹事,10,1
聯合警衛                                ,10,2
聯隊部參謀                              ,10,1
臨時人員                                ,10,1
講師,10,1
鍋爐兵                                  ,10,1
櫃台人員,10,1
職員,10,16
職業軍人,10,11
醫官                                    ,10,2
醫師                                    ,10,2
醫務下士,10,1
醫務士,10,3
醫務行政管理                            ,10,1
醫務兵                                  ,10,3
醫療兵                                  ,10,1
醫護兵,10,1
藥師                                    ,10,1
艦艇機師                                ,10,1
警                                      ,10,3
警佐警察官                              ,10,1
警助士                                  ,10,3
警官,10,1
警員                                    ,10,697
警務士                                  ,10,1
警務正                                  ,10,6
警務佐                                  ,10,3
警務員,10,25
警務員兼所長,10,1
警察,10,12
警衛士                                  ,10,1
警衛兵                                  ,10,1
警衛官,10,1
警衛排                                  ,10,1
警衛隊長                                ,10,1
譯電士,10,1
護理官                                  ,10,2
護理師                                  ,10,1
觀測士                                  ,10,1
觀護佐理員,10,1
,11,14
                                        ,11,1
?務員,11,1
3D建模人員                              ,11,1
5等約僱人員                             ,11,1
member                                  ,11,1
ㄧ般人員,11,1
一級業務員                              ,11,1
一般人員                                ,11,14
一般工程師,11,1
一般公務人員                            ,11,98
一般公務員                              ,11,4
一般公職人員                            ,11,1
一般行政,11,13
一般行政人員                            ,11,3
一般員工,11,2
一般隊員,11,3
一般雇員,11,1
一般辦公員                              ,11,1
一般職員                                ,11,342
二等書記官                              ,11,1
人事                                    ,11,7
人事人員                                ,11,3
人事主任                                ,11,10
人事主管                                ,11,1
人事行政                                ,11,1
人事佐理員                              ,11,1
人事助理員                              ,11,2
人事室主任                              ,11,8
人事室組員                              ,11,2
人事科員                                ,11,1
人事書記                                ,11,1
人事管理員                              ,11,4
人事管理專員                            ,11,1
人事課員                                ,11,1
人資處書記                              ,11,1
人資經理                                ,11,1
人資管理師                              ,11,1
三等書記官                              ,11,4
三等組員                                ,11,1
下士,11,1
上兵                                    ,11,2
上兵食勤兵                              ,11,1
土木工程師,11,1
土木技術員                              ,11,1
土木施工員                              ,11,1
小隊長                                  ,11,1
工友,11,7
工作員                                  ,11,1
工員                                    ,11,3
工務士,11,1
工務員,11,6
工務組長                                ,11,1
工場長,11,1
工程人員                                ,11,1
工程司,11,8
工程助理                                ,11,3
工程員                                  ,11,52
工程師                                  ,11,41
中校,11,1
內情單位,11,1
內勤                                    ,11,9
內勤人員,11,4
內勤櫃檯                                ,11,1
公共事務室導覽員                        ,11,1
公務人員                                ,11,5
公務員,11,5
公費立委助理                            ,11,1
公費議員助理                            ,11,1
公衛護理師                              ,11,2
公職                                    ,11,1
公職人員                                ,11,1
公職社工師                              ,11,2
公職社會工作師,11,1
分局主任                                ,11,1
分析師                                  ,11,7
分隊長                                  ,11,4
分館主任                                ,11,1
化學工程師                              ,11,1
少年保護官                              ,11,2
少年調查官                              ,11,1
少校連長                                ,11,1
心理師                                  ,11,2
心理測驗員,11,1
心理輔導員                              ,11,1
心輔員                                  ,11,1
心衛社工                                ,11,1
戶籍員                                  ,11,12
文書                                    ,11,6
文書行政                                ,11,1
文書組長                                ,11,2
文書業務,11,1
月台接送員                              ,11,1
水手                                    ,11,1
牙醫師                                  ,11,1
主任                                    ,11,46
主任研究員                              ,11,1
主任秘書                                ,11,5
主任航務員                              ,11,1
主任調度員兼組長                        ,11,1
主治醫師,11,2
主計,11,4
主計人員                                ,11,1
主計主任                                ,11,3
主計室契約醫務管理組員                  ,11,1
主計室科員,11,1
主計室專員                              ,11,1
主管                                    ,11,12
主辦專員                                ,11,1
以工代賑                                ,11,1
代理                                    ,11,1
代理技佐                                ,11,1
代理教師                                ,11,2
代理組長                                ,11,1
代賑工                                  ,11,2
出納                                    ,11,7
出納助理                                ,11,1
出納組長                                ,11,1
加油員                                  ,11,1
司法人員                                ,11,1
司法行政                                ,11,2
司法事務官,11,5
司法事務官(現法官學院受訓中)            ,11,1
司法警察,11,2
司機                                    ,11,9
司機員                                  ,11,3
四等監所管理員                          ,11,1
外勤                                    ,11,5
外勤人員                                ,11,1
外勤工作員                              ,11,1
外勤郵務士                              ,11,1
外線技術員                              ,11,4
外線技術維修員,11,1
外線員                                  ,11,1
外籍勞工查察人員                        ,11,1
市場行銷經理                            ,11,1
幼兒園代理教師                          ,11,1
幼兒園教師                              ,11,2
正工程司                                ,11,4
正工程司兼課長                          ,11,1
正式人員                                ,11,2
正式教師                                ,11,1
正式隊員,11,1
正職                                    ,11,3
正職人員,11,2
民政課里幹事                            ,11,1
甲類評估人員,11,1
交通技術人員                            ,11,1
企客專員                                ,11,1
企劃控制師                              ,11,1
企劃管理師                              ,11,1
列車長                                  ,11,3
列車駕駛                                ,11,1
同前述高階管理人                        ,11,2
回收人員,11,1
地質師,11,3
安心上工人員                            ,11,1
收發                                    ,11,1
老師                                    ,11,11
自雇人員                                ,11,1
行政                                    ,11,73
行政人員,11,113
行政工作                                ,11,1
行政及文書事務人員                      ,11,62
行政文書,11,2
行政出納                                ,11,1
行政助理,11,27
行政助理人員                            ,11,1
行政事務,11,1
行政秘書                                ,11,1
行政執行官                              ,11,1
行政專員                                ,11,1
行政組員                                ,11,1
行政幹事                                ,11,1
行政業務                                ,11,2
行政職員                                ,11,3
行員                                    ,11,1
住管員                                  ,11,1
佐理研究員                              ,11,2
佐理研究院                              ,11,1
佐理員                                  ,11,15
作業導師                                ,11,4
助研究員                                ,11,3
助員                                    ,11,2
助教                                    ,11,1
助理                                    ,11,29
助理工務員,11,2
助理工程人員                            ,11,1
助理工程司                              ,11,1
助理工程員,11,16
助理工程師,11,1
助理技術員,11,1
助理事務員,11,2
助理研究員                              ,11,25
助理員                                  ,11,76
助理站長                                ,11,1
助理教授,11,2
助理設計師,11,5
助理程式設計師,11,4
助理稅務員                              ,11,10
助理管理師,11,6
助理編輯                                ,11,1
助理辦事員                              ,11,1
助理環境技術師                          ,11,2
助設師                                  ,11,1
即安心上工                              ,11,1
戒護                                    ,11,2
戒護員                                  ,11,1
戒護管理人員                            ,11,1
抄表員                                  ,11,2
技士,11,186
技士/一般行政                           ,11,1
技工                                    ,11,17
技正,11,21
技佐                                    ,11,45
技佐職務代理人                          ,11,1
技師                                    ,11,2
技術人員                                ,11,10
技術士                                  ,11,10
技術工                                  ,11,1
技術工友                                ,11,1
技術工程人員                            ,11,1
技術生                                  ,11,1
技術佐                                  ,11,1
技術助佐                                ,11,1
技術助理                                ,11,55
技術助理員                              ,11,1
技術員                                  ,11,20
技術師                                  ,11,4
技術單工                                ,11,1
技術維修員                              ,11,1
技術領班                                ,11,1
投遞股外勤                              ,11,1
村幹事                                  ,11,10
車長,11,7
巡防士,11,1
巡官,11,1
里長                                    ,11,2
里幹事                                  ,11,32
防護員,11,1
事務助理員                              ,11,1
事務員                                  ,11,11
事務組長                                ,11,6
事務管理                                ,11,2
其他                                    ,11,3
其他（如會計事務人員）                  ,11,1
其他（如機械／工藝等相關人員）          ,11,5
其他（如醫師、建築師等）                ,11,3
協助統測業務人員                        ,11,1
協辦                                    ,11,1
受訓學員,11,1
委外計畫專案研究員,11,1
委任作業員                              ,11,1
定僱人員                                ,11,1
所長                                    ,11,1
承辦                                    ,11,4
承辦人                                  ,11,6
承辦員                                  ,11,1
承攬人員                                ,11,1
招生專案人員                            ,11,1
放射師                                  ,11,6
服務及銷售業務人員                      ,11,1
服務佐理                                ,11,2
服務員                                  ,11,6
服管人員                                ,11,1
河川駐衛警,11,2
法制,11,1
法官,11,19
法官助理                                ,11,50
法案助理                                ,11,4
法院書記官                              ,11,1
法務,11,3
法務人員                                ,11,1
法務管理師                              ,11,1
法警,11,33
法警長                                  ,11,1
物流行政人員                            ,11,1
物理治療師                              ,11,1
社工                                    ,11,16
社工人員                                ,11,3
社工員,11,20
